MAESTRO,MAESTRO,MAESTRO,REPR
40,70,30,50,90,10,80,20,50,30
20,40,50,10,30,80,100,60,70,90
40,70,30,50,30,60,70,60,80,60
60,20,40,30,10,40,30,10,20,40
30,90,20,70,20,10,80,10,70,30
60,60,40,50,50,40,50,60,50,50
90,40,40,50,30,30,70,40,80,50
70,100,50,40,20,30,70,50,90,90
20,90,60,60,80,100,70,80,70,30
80,40,70,30,20,70,40,100,40,80
70,70,60,70,50,40,70,90,80,60
80,40,50,20,40,50,20,40,60,90
MTG-Jamendo,MAESTRO,MAESTRO,SPEC
MTG-Jamendo,MAESTRO,MAESTRO,FEAT
MTG-Jamendo,MAESTRO,MTG-Jamendo,REPR
60,20,50,90,30,30,60,80,50,50
80,20,50,70,40,40,90,90,40,50
80,20,20,30,20,10,40,70,30,40
50,60,60,70,70,50,100,70,80,60
30,40,20,30,70,40,10,50,80,60
30,20,20,50,20,20,90,60,70,60
50,40,50,60,70,60,100,80,80,40
10,20,30,20,60,20,80,70,30,40
30,40,20,10,100,90,10,100,100,80
50,20,30,30,90,70,10,80,100,60
30,30,40,20,90,70,30,70,90,100
10,60,50,40,90,30,10,100,90,70
50,60,60,70,70,50,100,70,80,60
20,50,40,30,40,30,90,100,80,40
30,50,40,20,90,40,20,90,90,80
30,20,50,70,30,30,80,100,40,30
MTG-Jamendo,MAESTRO,MTG-Jamendo,SPEC
MTG-Jamendo,MAESTRO,MTG-Jamendo,FEAT
MTG-Jamendo,MAESTRO,MusicNet,REPR
40,90,80,70,30,80,70,50,40,60
20,80,80,30,30,60,100,70,60,30
20,90,70,70,70,90,80,70,70,70
50,70,70,40,60,50,70,80,60,60
20,70,50,40,50,60,20,40,50,10
70,100,80,60,50,70,80,30,100,40
50,80,90,70,70,60,70,70,70,80
50,50,60,60,60,60,60,60,60,60
60,50,60,50,20,70,30,10,50,10
70,60,80,60,60,70,80,10,90,20
50,40,30,30,30,80,70,20,50,20
80,100,80,50,30,60,50,90,60,40
90,60,40,40,30,20,30,40,20,50
80,70,80,40,30,40,80,60,100,30
60,100,80,70,40,80,90,60,90,40
30,70,40,40,30,80,90,60,70,60
MTG-Jamendo,MAESTRO,MusicNet,SPEC
MTG-Jamendo,MAESTRO,MusicNet,FEAT
MTG-Jamendo,MTG-Jamendo,MAESTRO,REPR
70,60,30,20,30,30,50,70,40,90
80,40,30,70,50,80,50,70,50,90
70,20,60,30,40,50,10,70,40,100
60,60,40,50,50,40,50,60,50,50
40,70,30,50,90,10,80,20,50,30
20,40,50,10,30,80,100,60,70,90
40,70,30,50,30,60,70,60,80,60
60,20,40,30,10,40,30,10,20,40
30,90,20,70,20,10,80,10,70,30
60,60,40,50,50,40,50,60,50,50
90,40,40,50,30,30,70,40,80,50
70,100,50,40,20,30,70,50,90,90
20,90,60,60,80,100,70,80,70,30
80,40,70,30,20,70,40,100,40,80
70,70,60,70,50,40,70,90,80,60
80,40,50,20,40,50,20,40,60,90
MTG-Jamendo,MTG-Jamendo,MAESTRO,SPEC
MTG-Jamendo,MTG-Jamendo,MAESTRO,FEAT
MTG-Jamendo,MTG-Jamendo,MTG-Jamendo,REPR
60,20,50,90,30,30,60,80,50,50
80,20,50,70,40,40,90,90,40,50
80,20,20,30,20,10,40,70,30,40
50,60,60,70,70,50,100,70,80,60
30,40,20,30,70,40,10,50,80,60
30,20,20,50,20,20,90,60,70,60
50,40,50,60,70,60,100,80,80,40
10,20,30,20,60,20,80,70,30,40
30,40,20,10,100,90,10,100,100,80
50,20,30,30,90,70,10,80,100,60
30,30,40,20,90,70,30,70,90,100
10,60,50,40,90,30,10,100,90,70
50,60,60,70,70,50,100,70,80,60
20,50,40,30,40,30,90,100,80,40
30,50,40,20,90,40,20,90,90,80
30,20,50,70,30,30,80,100,40,30
MTG-Jamendo,MTG-Jamendo,MTG-Jamendo,SPEC
MTG-Jamendo,MTG-Jamendo,MTG-Jamendo,FEAT
MTG-Jamendo,MTG-Jamendo,MusicNet,REPR
40,90,80,70,30,80,70,50,40,60
20,80,80,30,30,60,100,70,60,30
20,90,70,70,70,90,80,70,70,70
50,70,70,40,60,50,70,80,60,60
20,70,50,40,50,60,20,40,50,10
70,100,80,60,50,70,80,30,100,40
50,80,90,70,70,60,70,70,70,80
50,50,60,60,60,60,60,60,60,60
60,50,60,50,20,70,30,10,50,10
70,60,80,60,60,70,80,10,90,20
50,40,30,30,30,80,70,20,50,20
80,100,80,50,30,60,50,90,60,40
90,60,40,40,30,20,30,40,20,50
80,70,80,40,30,40,80,60,100,30
60,100,80,70,40,80,90,60,90,40
30,70,40,40,30,80,90,60,70,60
MTG-Jamendo,MTG-Jamendo,MusicNet,SPEC
MTG-Jamendo,MTG-Jamendo,MusicNet,FEAT
MTG-Jamendo,MusicNet,MAESTRO,REPR
70,60,30,20,30,30,50,70,40,90
80,40,30,70,50,80,50,70,50,90
70,20,60,30,40,50,10,70,40,100
60,60,40,50,50,40,50,60,50,50
40,70,30,50,90,10,80,20,50,30
20,40,50,10,30,80,100,60,70,90
40,70,30,50,30,60,70,60,80,60
60,20,40,30,10,40,30,10,20,40
30,90,20,70,20,10,80,10,70,30
60,60,40,50,50,40,50,60,50,50
90,40,40,50,30,30,70,40,80,50
70,100,50,40,20,30,70,50,90,90
20,90,60,60,80,100,70,80,70,30
80,40,70,30,20,70,40,100,40,80
70,70,60,70,50,40,70,90,80,60
80,40,50,20,40,50,20,40,60,90
MTG-Jamendo,MusicNet,MAESTRO,SPEC
MTG-Jamendo,MusicNet,MAESTRO,FEAT
MTG-Jamendo,MusicNet,MTG-Jamendo,REPR
60,20,50,90,30,30,60,80,50,50
80,20,50,70,40,40,90,90,40,50
80,20,20,30,20,10,40,70,30,40
50,60,60,70,70,50,100,70,80,60
30,40,20,30,70,40,10,50,80,60
30,20,20,50,20,20,90,60,70,60
50,40,50,60,70,60,100,80,80,40
10,20,30,20,60,20,80,70,30,40
30,40,20,10,100,90,10,100,100,80
50,20,30,30,90,70,10,80,100,60
30,30,40,20,90,70,30,70,90,100
10,60,50,40,90,30,10,100,90,70
50,60,60,70,70,50,100,70,80,60
20,50,40,30,40,30,90,100,80,40
30,50,40,20,90,40,20,90,90,80
30,20,50,70,30,30,80,100,40,30
MTG-Jamendo,MusicNet,MTG-Jamendo,SPEC
MTG-Jamendo,MusicNet,MTG-Jamendo,FEAT
MTG-Jamendo,MusicNet,MusicNet,REPR
40,90,80,70,30,80,70,50,40,60
20,80,80,30,30,60,100,70,60,30
20,90,70,70,70,90,80,70,70,70
50,70,70,40,60,50,70,80,60,60
20,70,50,40,50,60,20,40,50,10
70,100,80,60,50,70,80,30,100,40
50,80,90,70,70,60,70,70,70,80
50,50,60,60,60,60,60,60,60,60
60,50,60,50,20,70,30,10,50,10
70,60,80,60,60,70,80,10,90,20
50,40,30,30,30,80,70,20,50,20
80,100,80,50,30,60,50,90,60,40
90,60,40,40,30,20,30,40,20,50
80,70,80,40,30,40,80,60,100,30
60,100,80,70,40,80,90,60,90,40
30,70,40,40,30,80,90,60,70,60
MTG-Jamendo,MusicNet,MusicNet,SPEC
MTG-Jamendo,MusicNet,MusicNet,FEAT
MusicNet,MAESTRO,MAESTRO,REPR
70,60,30,20,30,30,50,70,40,90
80,40,30,70,50,80,50,70,50,90
70,20,60,30,40,50,10,70,40,100
60,60,40,50,50,40,50,60,50,50
40,70,30,50,90,10,80,20,50,30
20,40,50,10,30,80,100,60,70,90
40,70,30,50,30,60,70,60,80,60
60,20,40,30,10,40,30,10,20,40
30,90,20,70,20,10,80,10,70,30
60,60,40,50,50,40,50,60,50,50
90,40,40,50,30,30,70,40,80,50
70,100,50,40,20,30,70,50,90,90
20,90,60,60,80,100,70,80,70,30
80,40,70,30,20,70,40,100,40,80
70,70,60,70,50,40,70,90,80,60
80,40,50,20,40,50,20,40,60,90
MusicNet,MAESTRO,MAESTRO,SPEC
MusicNet,MAESTRO,MAESTRO,FEAT
MusicNet,MAESTRO,MTG-Jamendo,REPR
60,20,50,90,30,30,60,80,50,50
80,20,50,70,40,40,90,90,40,50
80,20,20,30,20,10,40,70,30,40
50,60,60,70,70,50,100,70,80,60
30,40,20,30,70,40,10,50,80,60
30,20,20,50,20,20,90,60,70,60
50,40,50,60,70,60,100,80,80,40
10,20,30,20,60,20,80,70,30,40
30,40,20,10,100,90,10,100,100,80
50,20,30,30,90,70,10,80,100,60
30,30,40,20,90,70,30,70,90,100
10,60,50,40,90,30,10,100,90,70
50,60,60,70,70,50,100,70,80,60
20,50,40,30,40,30,90,100,80,40
30,50,40,20,90,40,20,90,90,80
30,20,50,70,30,30,80,100,40,30
MusicNet,MAESTRO,MTG-Jamendo,SPEC
MusicNet,MAESTRO,MTG-Jamendo,FEAT
MusicNet,MAESTRO,MusicNet,REPR
40,90,80,70,30,80,70,50,40,60
20,80,80,30,30,60,100,70,60,30
20,90,70,70,70,90,80,70,70,70
50,70,70,40,60,50,70,80,60,60
20,70,50,40,50,60,20,40,50,10
70,100,80,60,50,70,80,30,100,40
50,80,90,70,70,60,70,70,70,80
50,50,60,60,60,60,60,60,60,60
60,50,60,50,20,70,30,10,50,10
70,60,80,60,60,70,80,10,90,20
50,40,30,30,30,80,70,20,50,20
80,100,80,50,30,60,50,90,60,40
90,60,40,40,30,20,30,40,20,50
80,70,80,40,30,40,80,60,100,30
60,100,80,70,40,80,90,60,90,40
30,70,40,40,30,80,90,60,70,60
MusicNet,MAESTRO,MusicNet,SPEC
MusicNet,MAESTRO,MusicNet,FEAT
MusicNet,MTG-Jamendo,MAESTRO,REPR
70,60,30,20,30,30,50,70,40,90
80,40,30,70,50,80,50,70,50,90
70,20,60,30,40,50,10,70,40,100
60,60,40,50,50,40,50,60,50,50
40,70,30,50,90,10,80,20,50,30
20,40,50,10,30,80,100,60,70,90
40,70,30,50,30,60,70,60,80,60
60,20,40,30,10,40,30,10,20,40
30,90,20,70,20,10,80,10,70,30
60,60,40,50,50,40,50,60,50,50
90,40,40,50,30,30,70,40,80,50
70,100,50,40,20,30,70,50,90,90
20,90,60,60,80,100,70,80,70,30
80,40,70,30,20,70,40,100,40,80
70,70,60,70,50,40,70,90,80,60
80,40,50,20,40,50,20,40,60,90
MusicNet,MTG-Jamendo,MAESTRO,SPEC
MusicNet,MTG-Jamendo,MAESTRO,FEAT
MusicNet,MTG-Jamendo,MTG-Jamendo,REPR
60,20,50,90,30,30,60,80,50,50
80,20,50,70,40,40,90,90,40,50
80,20,20,30,20,10,40,70,30,40
50,60,60,70,70,50,100,70,80,60
30,40,20,30,70,40,10,50,80,60
30,20,20,50,20,20,90,60,70,60
50,40,50,60,70,60,100,80,80,40
10,20,30,20,60,20,80,70,30,40
30,40,20,10,100,90,10,100,100,80
50,20,30,30,90,70,10,80,100,60
30,30,40,20,90,70,30,70,90,100
10,60,50,40,90,30,10,100,90,70
50,60,60,70,70,50,100,70,80,60
20,50,40,30,40,30,90,100,80,40
30,50,40,20,90,40,20,90,90,80
30,20,50,70,30,30,80,100,40,30
MusicNet,MTG-Jamendo,MTG-Jamendo,SPEC
MusicNet,MTG-Jamendo,MTG-Jamendo,FEAT
MusicNet,MTG-Jamendo,MusicNet,REPR
40,90,80,70,30,80,70,50,40,60
20,80,80,30,30,60,100,70,60,30
20,90,70,70,70,90,80,70,70,70
50,70,70,40,60,50,70,80,60,60
20,70,50,40,50,60,20,40,50,10
70,100,80,60,50,70,80,30,100,40
50,80,90,70,70,60,70,70,70,80
50,50,60,60,60,60,60,60,60,60
60,50,60,50,20,70,30,10,50,10
70,60,80,60,60,70,80,10,90,20
50,40,30,30,30,80,70,20,50,20
80,100,80,50,30,60,50,90,60,40
90,60,40,40,30,20,30,40,20,50
80,70,80,40,30,40,80,60,100,30
60,100,80,70,40,80,90,60,90,40
30,70,40,40,30,80,90,60,70,60
MusicNet,MTG-Jamendo,MusicNet,SPEC
MusicNet,MTG-Jamendo,MusicNet,FEAT
MusicNet,MusicNet,MAESTRO,REPR
70,60,30,20,30,30,50,70,40,90
80,40,30,70,50,80,50,70,50,90
70,20,60,30,40,50,10,70,40,100
60,60,40,50,50,40,50,60,50,50
40,70,30,50,90,10,80,20,50,30
20,40,50,10,30,80,100,60,70,90
40,70,30,50,30,60,70,60,80,60
60,20,40,30,10,40,30,10,20,40
30,90,20,70,20,10,80,10,70,30
60,60,40,50,50,40,50,60,50,50
90,40,40,50,30,30,70,40,80,50
70,100,50,40,20,30,70,50,90,90
20,90,60,60,80,100,70,80,70,30
80,40,70,30,20,70,40,100,40,80
70,70,60,70,50,40,70,90,80,60
80,40,50,20,40,50,20,40,60,90
MusicNet,MusicNet,MAESTRO,SPEC
MusicNet,MusicNet,MAESTRO,FEAT
MusicNet,MusicNet,MTG-Jamendo,REPR
60,20,50,90,30,30,60,80,50,50
80,20,50,70,40,40,90,90,40,50
80,20,20,30,20,10,40,70,30,40
50,60,60,70,70,50,100,70,80,60
30,40,20,30,70,40,10,50,80,60
30,20,20,50,20,20,90,60,70,60
50,40,50,60,70,60,100,80,80,40
10,20,30,20,60,20,80,70,30,40
30,40,20,10,100,90,10,100,100,80
50,20,30,30,90,70,10,80,100,60
30,30,40,20,90,70,30,70,90,100
10,60,50,40,90,30,10,100,90,70
50,60,60,70,70,50,100,70,80,60
20,50,40,30,40,30,90,100,80,40
30,50,40,20,90,40,20,90,90,80
30,20,50,70,30,30,80,100,40,30
MusicNet,MusicNet,MTG-Jamendo,SPEC
MusicNet,MusicNet,MTG-Jamendo,FEAT
MusicNet,MusicNet,MusicNet,REPR
40,90,80,70,30,80,70,50,40,60
20,80,80,30,30,60,100,70,60,30
20,90,70,70,70,90,80,70,70,70
50,70,70,40,60,50,70,80,60,60
20,70,50,40,50,60,20,40,50,10
70,100,80,60,50,70,80,30,100,40
50,80,90,70,70,60,70,70,70,80
50,50,60,60,60,60,60,60,60,60
60,50,60,50,20,70,30,10,50,10
70,60,80,60,60,70,80,10,90,20
50,40,30,30,30,80,70,20,50,20
80,100,80,50,30,60,50,90,60,40
90,60,40,40,30,20,30,40,20,50
80,70,80,40,30,40,80,60,100,30
60,100,80,70,40,80,90,60,90,40
30,70,40,40,30,80,90,60,70,60
MusicNet,MusicNet,MusicNet,SPEC
MusicNet,MusicNet,MusicNet,FEAT
